q1,q2
Q175495,Q252388
Q438394,Q443851
Q311831,Q042317
Q635798,Q229345
Q312743,Q231306
Q469923,Q343495
Q215270,Q703874
Q234984,Q576220
Q485830,Q002924
Q521309,Q646690
Q722623,Q460472
Q516624,Q285656
Q534178,Q527031
Q721478,Q231582
Q204638,Q607714
Q512063,Q314693
Q050210,Q025946
Q467931,Q051817
Q445708,Q522859
Q502070,Q039396
Q097865,Q237882
Q519830,Q471519
Q491101,Q457798
Q135883,Q707592
Q247737,Q359687
Q587041,Q507851
Q715982,Q427428
Q387765,Q058303
Q455468,Q236774
Q384887,Q679778
Q100259,Q269585
Q334526,Q116098
Q537747,Q117968
Q255826,Q020630
Q467859,Q652599
Q560007,Q299307
Q124545,Q472404
Q271607,Q179511
Q410230,Q258856
Q417366,Q205740
Q593547,Q031062
Q595854,Q405351
Q424583,Q628574
Q265788,Q106371
Q455215,Q599358
Q066719,Q301478
Q277269,Q184685
Q724269,Q027668
Q181113,Q692093
Q592868,Q625099
Q496255,Q058621
Q515302,Q002989
Q514869,Q331708
Q227359,Q355728
Q593864,Q513740
Q287045,Q027689
Q512368,Q680944
Q720577,Q545227
Q724294,Q093423
Q652872,Q087726
Q655882,Q270690
Q415776,Q284611
Q504398,Q457895
Q016576,Q117818
Q065586,Q333563
Q699093,Q438671
Q277950,Q545441
Q049540,Q425111
Q111845,Q108249
Q193673,Q331390
Q617379,Q597959
Q035967,Q042224
Q221527,Q701424
Q715094,Q068981
Q553597,Q523064
Q377343,Q621998
Q708963,Q281874
Q270684,Q396151
Q631526,Q309770
Q630020,Q607152
Q677058,Q122139
Q229893,Q113105
Q532906,Q607714
Q706080,Q002999
Q341442,Q686997
Q153911,Q115799
Q411268,Q137810
Q009445,Q572225
Q469400,Q650042
Q234003,Q322510
Q457310,Q567975
Q492218,Q614836
Q218232,Q048729
Q268751,Q218014
Q618065,Q532441
Q094567,Q331063
Q673273,Q083845
Q150138,Q497036
Q414371,Q275168
Q352462,Q619104
Q333842,Q505427
Q341623,Q251245
Q173407,Q323229
Q515533,Q407552
Q422078,Q547513
Q526579,Q231617
Q266137,Q719497
Q317248,Q269307
Q577303,Q020630
Q661492,Q282210
Q671942,Q076371
Q172950,Q280414
Q071083,Q721543
Q465346,Q543741
Q152935,Q557306
Q237675,Q565560
Q502374,Q714698
Q623568,Q146275
Q337064,Q478925
Q230131,Q127376
Q137256,Q611530
Q323182,Q623416
Q258300,Q648840
Q520375,Q179068
Q234328,Q604685
Q281637,Q633070
Q516865,Q248150
Q043779,Q004714
Q681246,Q246044
Q162212,Q290165
Q066447,Q386291
Q174361,Q056948
Q080459,Q020446
Q238006,Q464289
Q689615,Q626664
Q430965,Q652507
Q322814,Q203595
Q326968,Q309013
Q253795,Q267191
Q185812,Q587074
Q157472,Q302077
Q377600,Q693054
Q293765,Q480556
Q240498,Q044959
Q381327,Q524558
Q655183,Q277564
Q519044,Q487568
Q582554,Q036556
Q354504,Q304201
Q509071,Q582123
Q569998,Q202360
Q301179,Q163474
Q547028,Q014388
Q250977,Q157196
Q583838,Q287509
Q583905,Q310680
Q455438,Q690117
Q192798,Q582117
Q374285,Q637753
Q085687,Q345971
Q246427,Q357230
Q572294,Q541000
Q250977,Q450920
Q061580,Q494416
Q421876,Q430052
Q012102,Q290795
Q664194,Q569627
Q410288,Q187477
Q481250,Q448827
Q703012,Q239832
Q602349,Q637587
Q152869,Q376179
Q121356,Q468248
Q000028,Q584909
Q693818,Q697503
Q511051,Q497342
Q217192,Q130104
Q019132,Q452782
Q537829,Q264777
Q317831,Q637372
Q316551,Q092138
Q228698,Q245055
Q231563,Q028874
Q516135,Q463474
Q493204,Q003094
Q046171,Q285992
Q447734,Q478049
Q706085,Q381663
Q179930,Q466163
Q616843,Q442667
Q086532,Q227075
Q671599,Q481539
Q127722,Q377615
Q077949,Q119190
Q408489,Q403628
Q668952,Q328057
Q383910,Q216868
Q456038,Q636076
Q441742,Q553669
Q506384,Q169292
Q550456,Q450044
Q594457,Q290847
Q276176,Q260754
Q506384,Q577686
Q179973,Q685051
Q090036,Q474890
Q240175,Q090171
Q193011,Q080379
Q002221,Q544879
Q199964,Q240525
Q380529,Q420694
Q544642,Q620102
Q388893,Q652515
Q504640,Q051669
Q474671,Q127989
Q282533,Q025918
Q678425,Q374394
Q254170,Q609310
Q446201,Q375968
Q537338,Q600280
Q277294,Q709276
Q648779,Q360562
Q561659,Q524950
Q154288,Q077534
Q648797,Q313299
Q160576,Q041953
Q575597,Q502352
Q133304,Q409112
Q136695,Q451912
Q618608,Q558280
Q302139,Q569379
Q181375,Q727066
Q395007,Q244673
Q526628,Q503069
Q365453,Q071784
Q717765,Q159262
Q434651,Q407205
Q707879,Q228981
Q444492,Q338518
Q514563,Q120493
Q296549,Q290352
Q282533,Q268929
Q671516,Q366423
Q039917,Q492208
Q453075,Q380190
Q158879,Q694270
Q546500,Q193168
Q484761,Q356492
Q129850,Q306323
Q429919,Q269385
Q196405,Q198077
Q342654,Q460657
Q188868,Q094202
Q037752,Q226623
Q567126,Q552858
Q010322,Q266293
Q096719,Q478364
Q097393,Q333606
Q074175,Q172178
Q574422,Q546612
Q247108,Q221691
Q207303,Q623597
Q313276,Q242124
Q300621,Q660125
Q018066,Q560776
Q642912,Q691516
Q098282,Q656817
Q214576,Q001470
Q176894,Q266686
Q455301,Q297690
Q474290,Q153549
Q211968,Q393466
Q632725,Q069263
Q656579,Q682890
Q383228,Q196968
Q209696,Q703222
Q216802,Q698664
Q241713,Q714440
Q259659,Q161808
Q155062,Q059002
Q190818,Q136685
Q231563,Q605880
Q236930,Q489957
Q683958,Q201401
Q475564,Q629966
Q314921,Q005588
Q403631,Q021315
Q659213,Q655314
Q255802,Q002075
Q695631,Q480037
Q276894,Q418220
Q000028,Q273697
Q307290,Q076431
Q313460,Q240102
Q174111,Q218237
Q564233,Q183201
Q085955,Q070342
Q259503,Q612402
Q103724,Q350424
Q623257,Q570967
Q395060,Q507023
Q564233,Q278242
Q316403,Q673857
Q491545,Q715900
Q615298,Q188092
Q235469,Q320243
Q282659,Q211077
Q514119,Q554888
Q175880,Q060826
Q014004,Q454336
Q551628,Q146964
Q581892,Q630604
Q505663,Q192492
Q256084,Q499794
Q000915,Q145467
Q217758,Q150964
Q298222,Q308878
Q380517,Q518843
Q165958,Q203538
Q317009,Q549521
Q030903,Q669048
Q355984,Q416844
Q637529,Q358220
Q531906,Q178954
Q170800,Q248881
Q573725,Q223345
Q692470,Q589601
Q450524,Q163359
Q109700,Q411863
Q157968,Q352462
Q379657,Q018679
Q073880,Q030390
Q279877,Q503834
Q515932,Q305453
Q361908,Q529701
Q599422,Q484387
Q264253,Q688801
Q070023,Q307186
Q359728,Q500708
Q255883,Q554323
Q332679,Q344596
Q551561,Q160551
Q249782,Q413993
Q411977,Q422297
Q563441,Q236793
Q560706,Q646121
Q552813,Q327044
Q061131,Q629135
Q616999,Q324779
Q402601,Q403560
Q037941,Q623335
Q654866,Q202061
Q001225,Q221882
Q647829,Q507971
Q015137,Q711840
Q312672,Q119369
Q306833,Q667171
Q227359,Q499749
Q267014,Q713194
Q132378,Q220742
Q212336,Q159255
Q161156,Q167373
Q417366,Q122710
Q453576,Q001719
Q397377,Q040723
Q625987,Q215996
Q716651,Q308891
Q047356,Q442060
Q019194,Q557445
Q463029,Q607668
Q225938,Q104969
Q469152,Q562874
Q722446,Q386025
Q400901,Q589601
Q543694,Q007854
Q369272,Q366895
Q122174,Q714566
Q579198,Q699965
Q600288,Q652168
Q051705,Q314532
Q132663,Q561293
Q429518,Q540430
Q282255,Q126151
Q724985,Q172499
Q674118,Q714717
Q369173,Q217627
Q092218,Q413185
Q563981,Q014718
Q568595,Q091862
Q236697,Q309664
Q491077,Q254571
Q678685,Q649798
Q261090,Q291284
Q069967,Q298506
Q105533,Q002096
Q457356,Q427017
Q679792,Q712593
Q725489,Q438330
Q679948,Q033833
Q388432,Q330240
Q396656,Q229838
Q482630,Q437265
Q357230,Q066333
Q535753,Q640539
Q465780,Q450734
Q170130,Q454768
Q400772,Q676286
Q250193,Q239261
Q677693,Q019396
Q724664,Q157283
Q220839,Q709464
Q162817,Q697886
Q111604,Q206424
Q038312,Q686342
Q532906,Q722746
Q544610,Q043932
Q172946,Q263860
Q406261,Q174959
Q576220,Q463365
Q164019,Q154583
Q191902,Q360562
Q478511,Q017336
Q554176,Q189476
Q416492,Q353341
Q706085,Q645990
Q014907,Q341550
Q455087,Q039392
Q132152,Q698976
Q625252,Q265096
Q680448,Q299397
Q146012,Q530466
Q701880,Q065806
Q458620,Q373845
Q460472,Q329120
Q102536,Q015924
Q585844,Q115134
Q176319,Q278498
Q617626,Q438887
Q234806,Q624597
Q295223,Q436762
Q500461,Q201017
Q530013,Q148426
Q706643,Q505513
Q309371,Q329867
Q204399,Q503514
Q386947,Q043147
Q140772,Q056822
Q703878,Q663831
Q638800,Q560765
Q229144,Q074737
Q673177,Q405217
Q317039,Q447075
Q251642,Q338518
Q329017,Q702799
Q554782,Q474123
Q290792,Q494969
Q526656,Q544109
Q243286,Q132663
Q500383,Q070633
Q263824,Q429532
Q393627,Q206548
Q377654,Q150996
Q251224,Q630604
Q100617,Q543420
Q365723,Q670470
Q216454,Q567158
Q329799,Q325289
Q490746,Q094741
Q365111,Q418139
Q238632,Q624624
Q297690,Q585400
Q313354,Q657113
Q330372,Q013385
Q527599,Q020691
Q240453,Q654433
Q338869,Q054119
Q481331,Q060296
Q444476,Q086760
Q184557,Q575520
Q431625,Q447172
Q022777,Q127625
Q398549,Q727802
Q120635,Q379347
Q140496,Q664456
Q036853,Q477427
Q248198,Q097830
Q280365,Q315903
Q205636,Q621899
Q563299,Q286415
Q264351,Q712106
Q400422,Q702424
Q440542,Q462315
Q366859,Q486596
Q541836,Q637718
Q665534,Q368750
Q507709,Q256497
Q579460,Q360113
Q278081,Q642524
Q058752,Q279040
Q428338,Q715222
Q010797,Q679559
Q344309,Q209928
Q249469,Q458392
Q197902,Q329089
Q518638,Q360330
Q642753,Q536623
Q512480,Q608394
Q106203,Q041432
Q528830,Q287539
Q275740,Q719648
Q706085,Q401545
Q021885,Q186272
Q115698,Q427236
Q506461,Q122858
Q549797,Q583649
Q592413,Q596188
Q462329,Q138637
Q637663,Q505619
Q653299,Q412743
Q558931,Q700793
Q684939,Q642343
Q167408,Q672837
Q082902,Q419450
Q200910,Q101860
Q706996,Q362047
Q107123,Q305897
Q315997,Q311619
Q105631,Q676092
Q236248,Q429717
Q073376,Q514869
Q017812,Q293154
Q592654,Q672967
Q727226,Q597508
Q407728,Q510383
Q050393,Q187405
Q236474,Q691735
Q155425,Q321367
Q431626,Q651360
Q476763,Q544934
Q484478,Q270846
Q074185,Q369916
Q001323,Q201572
Q043779,Q406448
Q094611,Q409976
Q189207,Q118876
Q224654,Q434695
Q377909,Q726376
Q661537,Q147424
Q100631,Q236930
Q169478,Q066292
Q634773,Q359643
Q110081,Q004202
Q392068,Q416655
Q724269,Q652480
Q416874,Q057047
Q229301,Q165676
Q119029,Q608585
Q006047,Q550536
Q471841,Q016830
Q404884,Q463033
Q399393,Q070644
Q419238,Q182555
Q357439,Q369831
Q334906,Q513909
Q253795,Q618674
Q030839,Q527773
Q076741,Q428774
Q717262,Q637372
Q599069,Q469383
Q229144,Q421812
Q073713,Q701708
Q696123,Q285398
Q563755,Q087230
Q604082,Q560115
Q065977,Q324398
Q160172,Q313398
Q674334,Q726517
Q458083,Q457812
Q595359,Q536681
Q045851,Q098014
Q408400,Q567601
Q380040,Q640209
Q256200,Q643845
Q676002,Q114527
Q028514,Q459635
Q278722,Q257961
Q611710,Q525164
Q682304,Q000087
Q225764,Q451563
Q608091,Q475087
Q330434,Q686249
Q273852,Q240528
Q100769,Q132787
Q380691,Q710641
Q127153,Q569393
Q174111,Q251324
Q296852,Q243187
Q083647,Q600425
Q202556,Q418790
Q595900,Q596828
Q106933,Q039570
Q275946,Q427236
Q269490,Q304088
Q296575,Q397100
Q189148,Q303417
Q188637,Q337208
Q109698,Q418310
Q720025,Q098014
Q342588,Q053848
Q697052,Q280673
Q167537,Q163358
Q359068,Q455387
Q099959,Q078126
Q636674,Q173121
Q277629,Q041432
Q015209,Q180996
Q020751,Q407438
Q119435,Q375606
Q268765,Q202867
Q163646,Q440414
Q497534,Q489943
Q282675,Q519390
Q508423,Q376423
Q320647,Q375244
Q441913,Q502801
Q171271,Q414549
Q345528,Q258140
Q227003,Q342842
Q697426,Q527416
Q186128,Q716744
Q475157,Q571099
Q425275,Q636895
Q074835,Q072444
Q248867,Q232000
Q422988,Q533328
Q377016,Q308130
Q369970,Q333842
Q543751,Q495715
Q005482,Q351319
Q171912,Q166693
Q388999,Q522762
Q059940,Q082408
Q622086,Q488791
Q417565,Q487901
Q285592,Q677830
Q281205,Q486963
Q508558,Q361651
Q072328,Q036890
Q636182,Q467856
Q656233,Q506258
Q363912,Q589460
Q455983,Q671671
Q344687,Q155698
Q400182,Q211284
Q498333,Q361819
Q653463,Q693905
Q093970,Q191239
Q269490,Q397335
Q140236,Q002073
Q597782,Q547811
Q643637,Q183511
Q281795,Q497939
Q652942,Q515223
Q618471,Q250347
Q560484,Q223704
Q390157,Q372648
Q634726,Q144131
Q666876,Q375424
Q192658,Q621794
Q409552,Q581156
Q334604,Q356327
Q691455,Q354042
Q598433,Q630860
Q409234,Q098469
Q544800,Q009959
Q447177,Q354372
Q431347,Q330095
Q141756,Q565703
Q223281,Q482447
Q542774,Q518705
Q124262,Q323413
Q301178,Q128489
Q532098,Q284346
Q363094,Q593111
Q226464,Q464068
Q064058,Q529157
Q119100,Q222144
Q057408,Q268929
Q380529,Q015396
Q514386,Q490231
Q396935,Q630045
Q344914,Q369932
Q200823,Q304561
Q280403,Q247792
Q120743,Q398979
Q051961,Q066971
Q488079,Q309026
Q582925,Q580705
Q685051,Q386187
Q702230,Q302589
Q292556,Q539745
Q390744,Q689329
Q378266,Q529050
Q573361,Q284155
Q580206,Q682383
Q382147,Q705835
Q572849,Q617708
Q686289,Q151261
Q043779,Q529647
Q662650,Q165577
Q273588,Q246412
Q143237,Q572413
Q041344,Q540034
Q393279,Q106980
Q678116,Q216733
Q521713,Q502372
Q611181,Q209772
Q642005,Q621092
Q709033,Q046374
Q629739,Q314693
Q669874,Q035928
Q675074,Q698984
Q306323,Q578767
Q046273,Q141033
Q284648,Q133754
Q321444,Q501249
Q428189,Q631589
Q244456,Q194573
Q642493,Q151822
Q599469,Q325926
Q287509,Q167355
Q569275,Q637514
Q708441,Q532218
Q085486,Q235659
Q143964,Q515399
Q014157,Q051916
Q470139,Q207268
Q083647,Q256428
Q075232,Q002075
Q334523,Q211077
Q715446,Q455991
Q315383,Q314986
Q035967,Q157228
Q272217,Q700284
Q381390,Q506461
Q067579,Q402225
Q300971,Q227309
Q652624,Q256301
Q160596,Q440507
Q597156,Q103623
Q049400,Q254571
Q325027,Q599907
Q514862,Q714566
Q074007,Q519547
Q385845,Q635884
Q127470,Q131448
Q095374,Q629274
Q268566,Q050066
Q701332,Q551916
Q363912,Q362880
Q438671,Q616336
Q084520,Q317062
Q642973,Q231827
Q073096,Q390548
Q422479,Q270530
Q277074,Q419707
Q219747,Q040550
Q711138,Q021178
Q595844,Q336543
Q408041,Q193776
Q211284,Q401520
Q271156,Q710049
Q504903,Q006960
Q466664,Q356420
Q033765,Q281647
Q050289,Q498088
Q073470,Q623507
Q400604,Q208860
Q145988,Q477297
Q016660,Q418672
Q085101,Q444492
Q167408,Q437297
Q411759,Q185220
Q480037,Q121441
Q589867,Q403216
Q517878,Q374488
Q467931,Q414733
Q703145,Q589570
Q574532,Q486295
Q353321,Q152794
Q504503,Q180658
Q695001,Q723602
Q639518,Q348013
Q483197,Q542602
Q416795,Q094447
Q656233,Q188092
Q563275,Q649163
Q189040,Q015382
Q467940,Q003831
Q328588,Q577115
Q579460,Q099614
Q713810,Q642312
Q720613,Q143174
Q570604,Q456462
Q542655,Q234823
Q573725,Q321890
Q710212,Q693054
Q583445,Q221038
Q563182,Q709276
Q187220,Q345551
Q624597,Q674923
Q419326,Q165460
Q133656,Q594589
Q135929,Q311297
Q345801,Q685129
Q514240,Q716071
Q413126,Q331643
Q698001,Q214495
Q396840,Q491410
Q063972,Q425377
Q147632,Q359744
Q484828,Q054729
Q201079,Q035393
Q261667,Q247983
Q721689,Q126024
Q123714,Q393005
Q127449,Q255920
Q219250,Q371452
Q440542,Q128994
Q565560,Q284906
Q385214,Q356661
Q409523,Q226810
Q484697,Q063455
Q130520,Q033409
Q002738,Q037663
Q254902,Q505929
Q054687,Q299220
Q242215,Q451945
Q572472,Q128821
Q286935,Q247100
Q165153,Q674827
Q527697,Q617904
Q192687,Q176198
Q180301,Q701163
Q269486,Q049461
Q514484,Q049878
Q132787,Q472251
Q521930,Q432583
Q190395,Q283240
Q694595,Q709137
Q381965,Q654060
Q459108,Q438353
Q230341,Q289613
Q264497,Q302424
Q682508,Q540781
Q476111,Q353698
Q494088,Q655882
Q174085,Q276614
Q501525,Q646562
Q650562,Q065806
Q321585,Q695740
Q469610,Q218569
Q253152,Q426936
Q552851,Q063167
Q724714,Q052144
Q128223,Q216255
Q572849,Q047442
Q286433,Q090461
Q452855,Q511145
Q442906,Q347656
Q185486,Q235004
Q414397,Q666599
Q375786,Q226621
Q300971,Q085603
Q121330,Q046291
Q237675,Q166385
Q051796,Q463292
Q040983,Q625920
Q726508,Q020892
Q346122,Q220342
Q530584,Q548485
Q255883,Q576060
Q568786,Q627713
Q652547,Q110042
Q333226,Q560444
Q385798,Q325926
Q516624,Q712961
Q641485,Q246440
Q042272,Q218569
Q478121,Q263978
Q315401,Q094322
Q185426,Q494138
Q179392,Q645217
Q357002,Q678777
Q204685,Q452067
Q243624,Q195092
Q027281,Q130104
Q225667,Q191872
Q455465,Q021172
Q199885,Q213245
Q582474,Q199004
Q718237,Q481307
Q428821,Q324776
Q018529,Q654226
Q448397,Q517848
Q608454,Q257507
Q290406,Q087726
Q043668,Q538495
Q290098,Q117637
Q162590,Q692069
Q628639,Q548948
Q320166,Q341130
Q518815,Q274312
Q043687,Q078126
Q197902,Q215801
Q497458,Q455215
Q654433,Q487997
Q404346,Q203137
Q069507,Q094447
Q034605,Q099824
Q386371,Q160432
Q133646,Q290598
Q369676,Q722300
Q565614,Q201042
Q478080,Q611099
Q218377,Q142057
Q100512,Q664259
Q160172,Q059291
Q300022,Q042809
Q534714,Q288690
Q033578,Q031804
Q694429,Q141737
Q613631,Q479352
Q649163,Q206925
Q037427,Q622969
Q455044,Q373248
Q064058,Q595704
Q572006,Q425125
Q517384,Q406448
Q726356,Q330821
Q259907,Q281613
Q383215,Q314145
Q687547,Q384497
Q178884,Q486963
Q267191,Q500244
Q323217,Q664014
Q497252,Q262218
Q011152,Q655735
Q389019,Q438184
Q706412,Q375217
Q619388,Q479119
Q405775,Q488497
Q444487,Q553993
Q215427,Q666961
Q284034,Q454260
Q707089,Q342640
Q671467,Q270248
Q080189,Q025893
Q400182,Q665154
Q335899,Q709334
Q672863,Q146366
Q589410,Q678031
Q031951,Q397713
Q148234,Q656285
Q318865,Q321489
Q340458,Q139688
Q678823,Q560861
Q181113,Q715718
Q269438,Q018717
Q605299,Q258728
Q579254,Q651045
Q139436,Q082379
Q489855,Q102726
Q349002,Q124961
Q229143,Q206424
Q113010,Q697907
Q024437,Q317917
Q426128,Q588458
Q186642,Q379751
Q467470,Q312453
Q012992,Q725651
Q689530,Q013912
Q148765,Q145344
Q499725,Q044294
Q175381,Q390170
Q121212,Q622710
Q335873,Q531374
Q152336,Q686544
Q255548,Q215946
Q067269,Q102305
Q266465,Q353607
Q506527,Q600123
Q669910,Q367518
Q306143,Q498873
Q421093,Q606773
Q634750,Q112509
Q167115,Q200368
Q605156,Q206241
Q250961,Q568605
Q221770,Q390894
Q041585,Q351425
Q045336,Q707083
Q288561,Q073969
Q556212,Q480037
Q060630,Q631275
Q255310,Q464785
Q317175,Q173004
Q070851,Q663931
Q280416,Q392476
Q114786,Q395605
Q179064,Q544178
Q130593,Q623072
Q143753,Q333158
Q044864,Q493979
Q125713,Q497036
Q261896,Q538007
Q582903,Q649341
Q011552,Q685258
Q362053,Q454993
Q396450,Q191204
Q503216,Q472251
Q571464,Q594094
Q107428,Q655538
Q456119,Q683763
Q616295,Q620938
Q216211,Q628583
Q502566,Q219574
Q633077,Q089587
Q039081,Q212336
Q180830,Q254170
Q136845,Q495864
Q199744,Q041293
Q322597,Q609677
Q717105,Q330739
Q583649,Q451423
Q423182,Q037643
Q533129,Q551990
Q475251,Q348004
Q111990,Q350230
Q248198,Q149770
Q360729,Q558931
Q545712,Q478272
Q036407,Q062867
Q527280,Q578541
Q259835,Q408186
Q370114,Q469349
Q566236,Q224623
Q336990,Q559200
Q014004,Q494418
Q508080,Q497943
Q695631,Q385197
Q205373,Q402225
Q386497,Q139860
Q481398,Q031024
Q049682,Q332900
Q295154,Q086674
Q243775,Q395551
Q703145,Q355728
Q211284,Q725253
Q112433,Q244150
Q602887,Q194500
Q442888,Q672532
Q184741,Q394791
Q176784,Q100804
Q358220,Q339406
Q251570,Q611503
Q697329,Q509313
Q681434,Q635854
Q288716,Q215109
Q159353,Q303276
Q401830,Q520530
Q584242,Q353526
Q163402,Q547596
Q631353,Q599069
Q141495,Q694546
Q549429,Q639327
Q075723,Q216733
Q486195,Q454768
Q227492,Q672738
Q077551,Q123714
Q678263,Q407285
Q540503,Q609456
Q003766,Q446317
Q311272,Q005111
Q313276,Q080907
Q130593,Q717585
Q592111,Q271465
Q427690,Q119318
Q210500,Q534057
Q371359,Q474348
Q160495,Q540764
Q706412,Q590227
Q562633,Q719590
Q434080,Q026238
Q667858,Q515065
Q567402,Q233552
Q552541,Q220388
Q455299,Q518705
Q044207,Q701646
Q221964,Q412343
Q389418,Q021513
Q060460,Q275320
Q652180,Q576499
Q179741,Q225962
Q074034,Q584473
Q339263,Q079068
Q656676,Q673228
Q006650,Q375691
Q726983,Q244298
Q267656,Q365748
Q206932,Q187009
Q659164,Q520455
Q614834,Q655462
Q206624,Q590793
Q416851,Q283840
Q508997,Q279078
Q086213,Q198030
Q143964,Q341809
Q541020,Q496339
Q068797,Q419238
Q427707,Q560861
Q311456,Q038070
Q247983,Q447616
Q597703,Q046771
Q488037,Q386176
Q457659,Q665153
Q195819,Q522453
Q340466,Q242957
Q313392,Q406267
Q486195,Q721903
Q717201,Q655462
Q277269,Q006181
Q235556,Q328459
Q408186,Q411157
Q060010,Q545124
Q128001,Q638583
Q617371,Q458330
Q223345,Q681185
Q201017,Q292746
Q161155,Q345528
Q618893,Q645776
Q409523,Q659849
Q216802,Q131371
Q552471,Q491818
Q349376,Q017123
Q403628,Q157747
Q515547,Q346503
Q121048,Q494138
Q042224,Q413975
Q317248,Q271021
Q512390,Q168550
Q611882,Q262730
Q677693,Q368750
Q295785,Q341656
Q020972,Q018679
Q043597,Q453173
Q016691,Q624931
Q510909,Q309707
Q240525,Q186658
Q262426,Q247321
Q119343,Q156251
Q615237,Q007022
Q037727,Q090249
Q144525,Q723786
Q182792,Q033389
Q564899,Q472030
Q530294,Q301515
Q520722,Q225808
Q420129,Q409784
Q213490,Q332735
Q056920,Q263978
Q012196,Q464378
Q572176,Q312898
Q327305,Q627328
Q215593,Q688935
Q720577,Q153629
Q104517,Q179511
Q684533,Q433751
Q301478,Q280044
Q692449,Q471640
Q290042,Q198457
Q061290,Q035155
Q166337,Q203397
Q579043,Q173689
Q066137,Q538801
Q002423,Q115050
Q650362,Q201591
Q445796,Q579184
Q358255,Q128982
Q521796,Q277532
Q198293,Q323123
Q605545,Q554218
Q536820,Q218569
Q502748,Q100838
Q291797,Q600439
Q157863,Q151822
Q371145,Q099219
Q165577,Q078964
Q400198,Q292424
Q440426,Q640549
Q552400,Q312520
Q521365,Q154456
Q482416,Q049878
Q504640,Q183326
Q356434,Q022193
Q010322,Q297080
Q706080,Q403667
Q150032,Q301179
Q341801,Q281967
Q456641,Q381138
Q583538,Q386073
Q332991,Q142873
Q535834,Q658921
Q211708,Q156251
Q051844,Q465537
Q467128,Q069765
Q530675,Q679821
Q434472,Q161466
Q011988,Q352029
Q541979,Q033377
Q137286,Q271583
Q081011,Q400422
Q053103,Q206864
Q246358,Q340625
Q610019,Q041525
Q320487,Q180951
Q180517,Q272490
Q505956,Q700793
Q049560,Q074883
Q596365,Q150184
Q409520,Q289464
Q626485,Q683595
Q455438,Q393497
Q085961,Q087179
Q457654,Q272285
Q231531,Q302220
Q155148,Q347520
Q602938,Q050809
Q243325,Q052304
Q015346,Q488990
Q617626,Q015533
Q578291,Q716193
Q449725,Q039274
Q284091,Q158556
Q201893,Q255548
Q424969,Q124294
Q538843,Q516692
Q573830,Q048815
Q607737,Q007155
Q690576,Q688801
Q659640,Q228131
Q452416,Q049193
Q439238,Q705122
Q461306,Q516135
Q523881,Q502161
Q127519,Q455676
Q393358,Q557885
Q398259,Q717877
Q275982,Q588403
Q649104,Q118511
Q046171,Q011471
Q507198,Q312581
Q047342,Q617852
Q633796,Q213505
Q268626,Q162485
Q525673,Q455430
Q576358,Q570408
Q064435,Q479769
Q482640,Q424625
Q708851,Q371879
Q167638,Q440807
Q522268,Q296516
Q208860,Q392079
Q457541,Q445165
Q185486,Q386025
Q024566,Q559884
Q661012,Q561533
Q507074,Q414697
Q031848,Q142496
Q694429,Q080998
Q344984,Q640306
Q039392,Q025893
Q474869,Q370339
Q424586,Q050809
Q234806,Q024141
Q313800,Q375799
Q457310,Q004798
Q679948,Q139360
Q505293,Q014397
Q166609,Q303707
Q270846,Q486596
Q233288,Q593308
Q658138,Q061056
Q219054,Q654226
Q329643,Q679650
Q031804,Q019840
Q196770,Q157980
Q295869,Q275002
Q119471,Q662445
Q650702,Q499794
Q339236,Q197110
Q299869,Q332735
Q082254,Q504008
Q085025,Q045201
Q065586,Q418707
Q572413,Q267060
Q050884,Q644268
Q411085,Q510686
Q039394,Q265063
Q025408,Q069257
Q165669,Q688426
Q583905,Q039392
Q706085,Q379459
Q207436,Q616217
Q490747,Q163330
Q469588,Q231254
Q099561,Q256117
Q127141,Q079152
Q309371,Q102581
Q014885,Q399981
Q376293,Q094635
Q018529,Q246044
Q415813,Q678917
Q042072,Q394703
Q281630,Q583103
Q170239,Q149223
Q415512,Q429163
Q720613,Q579472
Q126722,Q244456
Q356264,Q220289
Q042816,Q322353
Q089805,Q370876
Q462215,Q303507
Q077477,Q522859
Q224623,Q175656
Q070633,Q106291
Q431864,Q310894
Q360943,Q341988
Q421758,Q011748
Q527599,Q586886
Q545359,Q555376
Q388908,Q480142
Q726517,Q459344
Q644268,Q033290
Q508358,Q365748
Q154288,Q482901
Q629182,Q533216
Q129337,Q402988
Q289382,Q271269
Q377596,Q171077
Q564899,Q493979
Q080821,Q519204
Q386497,Q660661
Q193331,Q019329
Q709391,Q188210
Q586328,Q033290
Q432980,Q028417
Q594166,Q163070
Q604124,Q721583
Q544603,Q113345
Q074058,Q628176
Q155477,Q126323
Q505441,Q449011
Q124005,Q087140
Q397222,Q636735
Q132580,Q525740
Q668884,Q096595
Q610237,Q217728
Q312883,Q409818
Q501073,Q526566
Q059940,Q641351
Q590401,Q390884
Q721633,Q650525
Q269287,Q645342
Q277074,Q229412
Q660769,Q671999
Q120331,Q514240
Q227477,Q351385
Q389077,Q404282
Q032235,Q563617
Q218232,Q181399
Q230145,Q517837
Q059919,Q521658
Q252270,Q140924
Q064685,Q333559
Q726356,Q236526
Q362897,Q279757
Q247025,Q184331
Q489892,Q536087
Q602747,Q233899
Q103393,Q220608
Q365259,Q278498
Q101022,Q219414
Q686068,Q340148
Q718984,Q128821
Q009047,Q115669
Q214762,Q517980
Q234689,Q368127
Q098689,Q688166
